Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2023-24 Topps Chrome UEFA Club Competitions 1998 Topps Chrome Shooting Stars 98-6 Khvicha Kvaratskhelia,Khvicha Kvaratskhelia,98-6,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0008_Layer%2040.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0002_Layer%2046.jpg,,,,,,Napoli,c_c5d42795,,2023.0,Topps Chrome,,98-6,Khvicha Kvaratskhelia,Napoli,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0008_Layer%2040.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0002_Layer%2046.jpg,,2026-02-04T01:59:04.878Z,,
2024-25 Topps Chrome UEFA Club Competitions Wonderkids WK11 Kjell Watjen,Kjell Watjen,WK11,Chrome Wonderkids,Topps,2024-25,UEFA,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0005_Layer-6.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0011_Layer-7.png,,,,,,,c_fd28e581,,2024.0,Chrome Wonderkids,,WK11,Kjell Watjen,,UEFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0005_Layer-6.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0011_Layer-7.png,,2026-02-04T01:59:04.876Z,,
2024-25 Topps Chrome UEFA Club Competitions 118 Kjell Watjen Refractor,Kjell Watjen,118,Chrome,Topps,2024-25,UEFA,"Refractor, Chrome",https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0004_Layer-5.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0010_Layer-8.png,,,,,,,c_ff4b4f8d,,2024.0,Chrome,,118,Kjell Watjen,,UEFA,,,,,,,raw,2.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0004_Layer-5.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0010_Layer-8.png,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Chrome UEFA Club Competitions 97 Kobbie Mainoo Aqua Prism Refractor,Kobbie Mainoo,97,Chrome,Topps,2023-24,UEFA,"Refractor, Chrome",https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0008_Layer%2019.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,,,,,,c_c0be4da0,,2023.0,Chrome,,97,Kobbie Mainoo,,UEFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0008_Layer%2019.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions 78 Kobbie Mainoo Vintage Merlin Refractor,Kobbie Mainoo,78,Merlin,Topps,2023-24,UEFA,Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0003_Layer%20120.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21-BACK_0003_Layer%20121.jpg,,,,,,,c_a566b1c6,,2023.0,Merlin,,78,Kobbie Mainoo,,UEFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0003_Layer%20120.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21-BACK_0003_Layer%20121.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 70 Kobbie Mainoo Red Ice,Kobbie Mainoo,70,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-22_0003_Layer%20121.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-22-back_0003_Layer%20127.jpg,,,,,,,c_bc1f5bd9,,2023.0,Select,,70,Kobbie Mainoo,,Premier League,,,,,,,raw,2.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-22_0003_Layer%20121.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-22-back_0003_Layer%20127.jpg,,2026-02-04T01:59:04.876Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 97 Kobbie Mainoo Aqua Prism Refractor,Kobbie Mainoo,97,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0008_Layer%2019.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,,,,,Manchester United,c_f649ceba,,2022.0,Topps Merlin,,97,Kobbie Mainoo,Manchester United,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0008_Layer%2019.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 21 Kylian Mbappe,Kylian Mbappe,21,Chrome,Topps,2023-24,UEFA,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0007_Layer%205.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0002_Layer%2010.jpg,,,,,,,c_4b4fe009,,2023.0,Chrome,,21,Kylian Mbappe,,UEFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0007_Layer%205.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0002_Layer%2010.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 227 Jhon Duran Red Ice,Jhon Duran,227,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0007_Layer%205.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0001_Layer%2011.jpg,,,,,,,c_76797293,,2023.0,Select,,227,Jhon Duran,,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0007_Layer%205.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0001_Layer%2011.jpg,,2026-02-04T01:59:04.876Z,,
2024 Topps Finest MLS Prized Footballers PF23 Joseph Paintsil,Joseph Paintsil,PF23,Topps Finest MLS,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0009_Layer%20146.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0003_Layer%20152.jpg,,,,,,LA Galaxy,c_7750060d,,2024.0,Topps Finest MLS,,PF23,Joseph Paintsil,LA Galaxy,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0009_Layer%20146.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0003_Layer%20152.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Topps UEFA Club Competitions 83 Hyunjun Yang Purple Foilboard,Hyunjun Yang,83,Topps,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/UntfinL_0003_Layer%202.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/UntfinL_0000_Layer%205.jpg,,,,,,Celtic,c_e44d5fe8,,2023.0,Topps,,83,Hyunjun Yang,Celtic,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/UntfinL_0003_Layer%202.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/UntfinL_0000_Layer%205.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Chrome UEFA Club Competitions London Calling LC10 Victor Osimhen,Victor Osimhen,LC10,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0008_Layer%2018.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0001_Layer%2024.jpg,,,,,,Napoli,c_ace800f9,,2023.0,Topps Chrome,,LC10,Victor Osimhen,Napoli,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0008_Layer%2018.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0001_Layer%2024.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Chrome UEFA Club Competitions Wonderkids WK5 Hakon Haraldsson,Håkon Haraldsson,WK5,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards6_0006_Layer%2027.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards6_0000_Layer%2033.jpg,,,,,,AS Monaco,c_1c8f72ea,,2023.0,Topps Chrome,,WK5,Håkon Haraldsson,AS Monaco,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards6_0006_Layer%2027.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards6_0000_Layer%2033.jpg,,2026-02-04T01:59:04.878Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 100 Hugo Ekitike,Hugo Ekitike,100,Merlin Chrome,Topps,2022-23,UEFA,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards3_0004_Layer-5.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards3_0010_Layer-8.png,,,,,Paris Saint-Germain,,c_bdc51ca9,,2022.0,Merlin Chrome,,100,Hugo Ekitike,,UEFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards3_0004_Layer-5.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards3_0010_Layer-8.png,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions Ageless Alchemy AA15 Harry Kewell,Harry Kewell,AA15,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-51_0008_Layer%2021.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-51_0002_Layer%2027.jpg,,,,,,Leeds United,c_903866e1,,2022.0,Topps Merlin,,AA15,Harry Kewell,Leeds United,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-51_0008_Layer%2021.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-51_0002_Layer%2027.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Chrome UEFA Club Competitions 50 Harry Kane Prism Refractor,Harry Kane,50,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0005_Layer%2020.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0005_Layer%2026.jpg,,,,,,Bayern Munich,c_6b140331,,2023.0,Topps Chrome,,50,Harry Kane,Bayern Munich,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0005_Layer%2020.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0005_Layer%2026.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 102 Guus Til Aqua Prism Refractor,Guus Til,102,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2032.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0004_Layer%2038.jpg,,,,,,PSV Eindhoven,c_855b5e9,,2023.0,Topps Chrome,,102,Guus Til,PSV Eindhoven,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0004_Layer%2038.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions London Calling LC15 Gustav Isaksen,Gustav Isaksen,LC15,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0010_Layer%2016.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0003_Layer%2022.jpg,,,,,,Lazio,c_3937d750,,2023.0,Topps Chrome,,LC15,Gustav Isaksen,Lazio,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0010_Layer%2016.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0003_Layer%2022.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Panini Select Premier League 87 Guglielmo Vicario White Ice,Guglielmo Vicario,87,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0005_Layer%2092.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18-back_0005_Layer%2098.jpg,,,,,,,c_11d3cdcc,,2023.0,Select,,87,Guglielmo Vicario,,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0005_Layer%2092.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18-back_0005_Layer%2098.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Prizm Premier League 102 Ilya Zabarnyi,Ilya Zabarnyi,102,Prizm,Panini,2023-24,Premier League,Prizm,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-40_0000_Layer%208.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-40-back_0000_Layer%208.jpg,,,,,,,c_b2cdd85f,,2023.0,Prizm,,102,Ilya Zabarnyi,,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-40_0000_Layer%208.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-40-back_0000_Layer%208.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions 125 Giacomo Raspadori Aqua Prism Refractor,Giacomo Raspadori,125,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0010_Layer%2038.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4-back_0003_Layer%2020.jpg,,,,,,Napoli,c_6fe6b31c,,2023.0,Topps Merlin,,125,Giacomo Raspadori,Napoli,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0010_Layer%2038.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4-back_0003_Layer%2020.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 109 Ismaila Sarr Aqua Prism Refractor,Ismaila Sarr,109,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0001_Layer%2024.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0001_Layer%2030.jpg,,,,,,Marseille,c_c3399e4d,,2023.0,Topps Chrome,,109,Ismaila Sarr,Marseille,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0001_Layer%2024.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0001_Layer%2030.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions Under 21 Stars 6 Gavi,Gavi,6,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-53_0011_Layer%2031.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-53_0005_Layer%2037.jpg,,,,,,Barcelona,c_79129232,,2022.0,Topps Merlin,,6,Gavi,Barcelona,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-53_0011_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-53_0005_Layer%2037.jpg,,2026-02-04T01:59:04.878Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 87 Harvey Elliott Aqua Prism Refractor,Harvey Elliott,87,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0003_Layer%2052.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0003_Layer%2058.jpg,,,,,,Liverpool,c_1e691dba,,2022.0,Topps Merlin,,87,Harvey Elliott,Liverpool,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0003_Layer%2052.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0003_Layer%2058.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 124 Jack Grealish Aqua Prism Refractor,Jack Grealish,124,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0002_Layer%2053.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0002_Layer%2059.jpg,,,,,,Manchester City,c_6cefab94,,2023.0,Topps Chrome,,124,Jack Grealish,Manchester City,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0002_Layer%2053.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0002_Layer%2059.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 48 Gavi Neon Green Shimmer,Gavi,48,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0009_Layer%2060.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0003_Layer%2066.jpg,,,,,,Barcelona,c_cc940e46,,2022.0,Topps Merlin,,48,Gavi,Barcelona,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0009_Layer%2060.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0003_Layer%2066.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Chrome UEFA Club Competitions 63 Gavi Aqua Prism Refractor,Gavi,63,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0001_Layer%2033.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0001_Layer%2034.jpg,,,,,,Barcelona,c_6a92d4f,,2023.0,Topps Chrome,,63,Gavi,Barcelona,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0001_Layer%2033.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0001_Layer%2034.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Merlin UEFA Club Competitions Mystic Nights MN12 Victor Boniface,Victor Boniface,MN12,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0010_Layer%2058.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0004_Layer%2064.jpg,,,,,,Bayer Leverkusen,c_132dc004,,2023.0,Topps Merlin,,MN12,Victor Boniface,Bayer Leverkusen,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0010_Layer%2058.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0004_Layer%2064.jpg,,2026-02-04T01:59:04.878Z,,
2024-25 Panini Donruss FIFA 164 Victor Boniface,Victor Boniface,164,Panini Donruss FIFA,Panini,2024-25,FIFA,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-23_0008_Layer%20174.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-23_0002_Layer%20180.jpg,,,,,,Nigeria,c_4fd6656a,,2024.0,Panini Donruss FIFA,,164,Victor Boniface,Nigeria,FIFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-23_0008_Layer%20174.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-23_0002_Layer%20180.jpg,,2026-02-04T01:59:04.879Z,,
2024 Topps Finest MLS Prized Footballers PF20 Gabriel Pec,Gabriel Pec,PF20,Topps Finest MLS,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0011_Layer%20144.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0005_Layer%20150.jpg,,,,,,LA Galaxy,c_721e9435,,2024.0,Topps Finest MLS,,PF20,Gabriel Pec,LA Galaxy,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0011_Layer%20144.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0005_Layer%20150.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Topps Merlin UEFA Club Competitions 25 Jamie Bynoe-Gittens Rose Gold Shimmer,Jamie Bynoe-Gittens,25,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0006_Layer%2038.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0000_Layer%2044.jpg,,,,,,Bayern Munich,c_5f4b9d81,,2023.0,Topps Merlin,,25,Jamie Bynoe-Gittens,Bayern Munich,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0006_Layer%2038.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0000_Layer%2044.jpg,,2026-02-04T01:59:04.878Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 28 Jan Oblak Aqua Prism Refractor,Jan Oblak,28,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0001_Layer%2047.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0001_Layer%2048.jpg,,,,,,Atlético Madrid,c_db28af43,,2022.0,Topps Merlin,,28,Jan Oblak,Atlético Madrid,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0001_Layer%2047.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0001_Layer%2048.jpg,,2026-02-04T01:59:04.877Z,,
