Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2022-23 Topps Merlin Chrome UEFA Club Competitions 127 Pedro Goncalves Aqua Prism Refractor,Pedro Goncalves,127,Merlin Chrome,Topps,2022-23,UEFA,"Refractor, Chrome",https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0000_Layer-1.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0006_Layer-12.png,,,,,,,c_6848330b,,2022,Merlin Chrome,,127,Pedro Goncalves,,UEFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0000_Layer-1.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0006_Layer-12.png,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions 113 Viktor Gyokeres Refractor,Viktor Gyokeres,113,Merlin,Topps,2023-24,UEFA,Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0002_Layer-3.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0007_Layer-8.png,,,,,,,c_423fa259,,2023,Merlin,,113,Viktor Gyokeres,,UEFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0002_Layer-3.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0007_Layer-8.png,,2026-02-04T01:59:04.876Z,,
2024-25 Panini Donruss FIFA Rookie Kings 22 David Moller Wolfe,David Moller Wolfe,22,Donruss Rookie Kings,Panini,2024-25,FIFA,Rookie,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0001_Layer-2.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0007_Layer-11.png,,,,,,,c_2a1e4235,,2024,Donruss Rookie Kings,,22,David Moller Wolfe,,FIFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0001_Layer-2.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0007_Layer-11.png,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Chrome Bundesliga 1963 Topps 14 Paris Brunner,Topps 14 Paris Brunner,1963,Chrome,Topps,2023-24,Bundesliga,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/paris_brunner_0001_Landscape---Pop.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/paris_brunner_0000_Landscape---Pop.png,,,,,,,c_9b24b2da,,2023,Chrome,,1963,Topps 14 Paris Brunner,,Bundesliga,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/paris_brunner_0001_Landscape---Pop.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/paris_brunner_0000_Landscape---Pop.png,,2026-02-04T01:59:04.876Z,,
2024-25 Topps Chrome UEFA Club Competitions Wonderkids WK11 Kjell Watjen,Kjell Watjen,WK11,Chrome Wonderkids,Topps,2024-25,UEFA,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0005_Layer-6.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0011_Layer-7.png,,,,,,,c_fd28e581,,2024,Chrome Wonderkids,,WK11,Kjell Watjen,,UEFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0005_Layer-6.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0011_Layer-7.png,,2026-02-04T01:59:04.876Z,,
2024-25 Topps Chrome UEFA Club Competitions 118 Kjell Watjen Refractor,Kjell Watjen,118,Chrome,Topps,2024-25,UEFA,"Refractor, Chrome",https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0004_Layer-5.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0010_Layer-8.png,,,,,,,c_ff4b4f8d,,2024,Chrome,,118,Kjell Watjen,,UEFA,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0004_Layer-5.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0010_Layer-8.png,,2026-02-04T01:59:04.876Z,,
2024 Topps Finest MLS MLS Pop Art PA14 Zlatan Ibrahimovic,Zlatan Ibrahimovic,2024,Finest Pop Art,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0009_Layer%2071.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2076.jpg,,,,,,,c_a114d802,,2024,Finest Pop Art,,2024,Zlatan Ibrahimovic,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0009_Layer%2071.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2076.jpg,,2026-02-04T01:59:04.876Z,,
2024 Topps Finest MLS MLS Pop Art PA9 Marco Reus,Marco Reus,2024,Finest Pop Art,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0014_Layer%2020.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0012_Layer%2034.jpg,,,,,,,c_ccd133b2,,2024,Finest Pop Art,,2024,Marco Reus,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0014_Layer%2020.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0012_Layer%2034.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 245 Marcus Rashford Silver,Marcus Rashford,245,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-22_0002_Layer%20122.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-22-back_0002_Layer%20128.jpg,,,,,,,c_3a4e130,,2023,Select,,245,Marcus Rashford,,Premier League,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-22_0002_Layer%20122.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-22-back_0002_Layer%20128.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions 96 Bradley Barcola Neon Green Shimmer,Bradley Barcola,96,Topps Merlin,Topps,2023-24,UEFA Club Competitions,"Green, Shimmer, Neon",https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0007_Layer%2074.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0001_Layer%2080.jpg,,,,,,Paris Saint-Germain,c_893268e2,,2023,Topps Merlin,,96,Bradley Barcola,Paris Saint-Germain,UEFA Club Competitions,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0007_Layer%2074.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0001_Layer%2080.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 227 Jhon Duran Red Ice,Jhon Duran,227,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0007_Layer%205.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0001_Layer%2011.jpg,,,,,,,c_76797293,,2023,Select,,227,Jhon Duran,,Premier League,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0007_Layer%205.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-45_0001_Layer%2011.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 12 Jhon Duran,Jhon Duran,12,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0000_Layer-1.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0005_Layer-10.png,,,,,,,c_6d897443,,2023,Select,,12,Jhon Duran,,Premier League,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0000_Layer-1.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0005_Layer-10.png,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions 27 Lamine Yamal,Lamine Yamal,27,Merlin,Topps,2023-24,UEFA,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards3_0005_Layer-6.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards3_0011_Layer-7.png,,,,,,,c_c0136e7,,2023,Merlin,,27,Lamine Yamal,,UEFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards3_0005_Layer-6.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards3_0011_Layer-7.png,,2026-02-04T01:59:04.876Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 104 Lionel Messi,Lionel Messi,104,Merlin Chrome,Topps,2022-23,UEFA,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0008_Layer%204.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0008_Layer%204.jpg,,,,,,,c_698484d2,,2022,Merlin Chrome,,104,Lionel Messi,,UEFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0008_Layer%204.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0008_Layer%204.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Chrome UEFA Club Competitions 191 Julien Duranville Aqua Prism Refractor,Julien Duranville,191,Topps Chrome,Topps,2023-24,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0001_Layer%2035.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0001_Layer%2041.jpg,,,,,,Borussia Dortmund,c_ef93d5e3,,2023,Topps Chrome,,191,Julien Duranville,Borussia Dortmund,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0001_Layer%2035.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0001_Layer%2041.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Chrome Bundesliga Ultrabeam UB12 Jude Bellingham,Jude Bellingham,UB12,Topps Chrome,Topps,2023-24,Bundesliga,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jude_bellingham_front.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jude_bellingham.png,,,,,,Real Madrid,c_d90f07b8,,2023,Topps Chrome,,UB12,Jude Bellingham,Real Madrid,Bundesliga,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jude_bellingham_front.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/jude_bellingham.png,,2026-02-04T01:59:04.876Z,,
2024 Topps Finest MLS Finest Dominators DO1 Lionel Messi,Lionel Messi,1,Topps Finest MLS,Topps,2023-2024,MLS,Dominators,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0002_Layer%204.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%205.jpg,,,,,,Inter Miami CF,c_466d68a7,,2023,Topps Finest MLS,,1,Lionel Messi,Inter Miami CF,MLS,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0002_Layer%204.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%205.jpg,,2026-02-04T01:59:04.876Z,,
2024-25 Topps UEFA Club Competitions 9 Erling Haaland,Erling Haaland,9,UEFA Club Competitions,Topps,2024-25,UEFA,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0003_Layer%2010.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2016.jpg,,,,,,,c_272f3e10,,2024,UEFA Club Competitions,,9,Erling Haaland,,UEFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0003_Layer%2010.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2016.jpg,,2026-02-04T01:59:04.876Z,,
2024-25 Panini Donruss FIFA 96 Erling Haaland Optic,Erling Haaland,96,Donruss,Panini,2024-25,FIFA,Optic,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0000_Layer%2013.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0000_Layer%2019.jpg,,,,,,,c_5c61f63,,2024,Donruss,,96,Erling Haaland,,FIFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0000_Layer%2013.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0000_Layer%2019.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 161 Erling Haaland Red Ice,Erling Haaland,161,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29_0001_Layer%20141.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12-back_0003_Layer%2071.jpg,,,,,,,c_99562509,,2023,Select,,161,Erling Haaland,,Premier League,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29_0001_Layer%20141.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-12-back_0003_Layer%2071.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 242 Erling Haaland Red Ice,Erling Haaland,242,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29_0002_Layer%20140.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29-BACK_0002_Layer%20146.jpg,,,,,,,c_9e262905,,2023,Select,,242,Erling Haaland,,Premier League,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29_0002_Layer%20140.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29-BACK_0002_Layer%20146.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions 75 Jack Grealish Green Mojo,Jack Grealish,75,Topps Merlin,Topps,2023-24,UEFA Club Competitions,"Green, Mojo",https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-56_0010_Layer%2034.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-56_0004_Layer%2040.jpg,,,,,,Manchester City,c_d1efd4fc,,2023,Topps Merlin,,75,Jack Grealish,Manchester City,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-56_0010_Layer%2034.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-56_0004_Layer%2040.jpg,,2026-02-04T01:59:04.876Z,,
2024-25 Panini Donruss FIFA 29 Alessandro Bastoni Optic-Plum Blossom,Alessandro Bastoni,29,Panini Donruss FIFA,Panini,2024-25,FIFA,Optic-Plum Blossom,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-23_0012_Layer%20170.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0005_Layer%20176.jpg,,,,,,Italy,c_29c432f2,,2024,Panini Donruss FIFA,,29,Alessandro Bastoni,Italy,FIFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-23_0012_Layer%20170.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-21_0005_Layer%20176.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 200 Mario Lemina Pink,Mario Lemina,200,Topps Merlin,Topps,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0010_Layer%2034.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0004_Layer%2040.jpg,,,,,,VfB Stuttgart,c_e1b14a8e,,2023,Topps Merlin,,200,Mario Lemina,VfB Stuttgart,Premier League,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0010_Layer%2034.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0004_Layer%2040.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions Merlin's Gamers MG23 Gabriel Jesus,Gabriel Jesus,MG23,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0011_Layer%2033.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0005_Layer%2039.jpg,,,,,,Arsenal,c_7a65c03b,,2023,Topps Merlin,,MG23,Gabriel Jesus,Arsenal,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0011_Layer%2033.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-55_0005_Layer%2039.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League Select Stars 13 Erling Haaland,Erling Haaland,13,Select Select Stars,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29_0000_Layer%20142.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29-BACK_0000_Layer%20148.jpg,,,,,,,c_3c4f30f8,,2023,Select Select Stars,,13,Erling Haaland,,Premier League,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29_0000_Layer%20142.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-29-BACK_0000_Layer%20148.jpg,,2026-02-04T01:59:04.876Z,,
2024-25 Panini Prizm Premier League Talismen 1 Erling Haaland,Erling Haaland,1,Prizm Talismen,Panini,2024-25,Premier League,Prizm,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/erling_0000_Layer-2.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/erling_0001_Layer-1.png,,,,,,,c_2bdd330e,,2024,Prizm Talismen,,1,Erling Haaland,,Premier League,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/erling_0000_Layer-2.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/erling_0001_Layer-1.png,,2026-02-04T01:59:04.876Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 105 Kylian Mbappe,Kylian Mbappe,105,Merlin Chrome,Topps,2022-23,UEFA,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0006_Layer%206.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0001_Layer%2011.jpg,,,,,,,c_a7df9fc4,,2022,Merlin Chrome,,105,Kylian Mbappe,,UEFA,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0006_Layer%206.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0001_Layer%2011.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Chrome UEFA Club Competitions 21 Kylian Mbappe,Kylian Mbappe,21,Chrome,Topps,2023-24,UEFA,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0007_Layer%205.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0002_Layer%2010.jpg,,,,,,,c_4b4fe009,,2023,Chrome,,21,Kylian Mbappe,,UEFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0007_Layer%205.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0002_Layer%2010.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions 92 Kylian Mbappe,Kylian Mbappe,92,Merlin,Topps,2023-24,UEFA,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0009_Layer%203.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0004_Layer%208.jpg,,,,,,,c_1e191106,,2023,Merlin,,92,Kylian Mbappe,,UEFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0009_Layer%203.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0004_Layer%208.jpg,,2026-02-04T01:59:04.876Z,,
2024-25 Topps UEFA Club Competitions Historic Captains HC4 Lionel Messi,Lionel Messi,HC4,Topps UEFA,Topps,2024-2025,MLS,Historic Captains,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0005_Layer%208.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0005_Layer%2014.jpg,,,,,,Inter Miami CF,c_9ca010e4,,2024,Topps UEFA,,HC4,Lionel Messi,Inter Miami CF,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0005_Layer%208.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0005_Layer%2014.jpg,,2026-02-04T01:59:04.876Z,,
2024-25 Panini Donruss FIFA 80 Lionel Messi,Lionel Messi,80,Panini Donruss FIFA,Panini,2024-25,FIFA,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0010_Layer%20146.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0004_Layer%20152.jpg,,,,,,Argentina,c_6c3feab1,,2024,Panini Donruss FIFA,,80,Lionel Messi,Argentina,FIFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0010_Layer%20146.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0004_Layer%20152.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Select Premier League 35 Enzo Fernandez Silver,Enzo Fernandez,35,Select,Panini,2023-24,Premier League,Select,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-37_0005_Layer%2032.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-37-back_0005_Layer%2038.jpg,,,,,,,c_4ce58a6,,2023,Select,,35,Enzo Fernandez,,Premier League,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-37_0005_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-37-back_0005_Layer%2038.jpg,,2026-02-04T01:59:04.876Z,,
2023-24 Panini Donruss FIFA 4 Enzo Fernandez Silver,Enzo Fernandez,4,Donruss,Panini,2023-24,FIFA,Silver,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0001_Layer-2.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0006_Layer-9.png,,,,,,,c_88eb112a,,2023,Donruss,,4,Enzo Fernandez,,FIFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0001_Layer-2.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards_1_0006_Layer-9.png,,2026-02-04T01:59:04.876Z,,
